KEY,DATE,TIME,MDA,TIME_CLK,TIME_TURN,ADV_COST,REWARD_COST,MDA_COST,CVR,1000_W_EFFICIENCY,SCH_KEY,NAME,SAVE_WAY,GUIDE,OS_TYPE,REJOIN_TYPE,CONTRACT_PRICE,START_DATE,END_DATE,START_QUARTER,START_TIME,RPT_TYPE,MDA_ARR,TURN_GOAL,TURN_REAL
99834,2024-10-14,1970-01-01 00:00:02.000,677,3,3,510,45,90,100.00,5.8820,495105,로한2,받기,"앱 내려받고 \'확인\'하면 리워드 지급!
(신규 유저만 참여 가능)

01.\'참여하기\' 버튼 터치하고 마켓으로 이동
02. 마켓에서 앱 내려받기
03. 내려받기 완료 후 광고 리스트로 돌아와 \'확인\'터치

※ 보안폴더를 통해 참여할 경우 리워드가 지급되지 않습니다.",ANDROID,NONE,170,2024-09-25 10:11:41.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,69778
78973,2024-07-31,1970-01-01 00:00:10.000,563,31,24,480,384,384,77.42,50.0000,452130,속도빠른 고속충전케이블 맞추기 7.29,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,20,2024-07-29 10:11:42.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,604
106932,2024-10-18,1970-01-01 00:00:07.000,563,2,2,36,28,28,100.00,55.5560,508453,스마트온라인샵 삼성75인치tv 맞추기 10.17,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,18,2024-10-17 10:09:08.000,9999-12-31 23:59:59.000,4Q,MORNING,A,ALL,100000,372
168743,2025-03-08,1970-01-01 00:00:09.000,54,1,1,18,12,12,100.00,55.5560,623693,[정답입력] 거제 구조라 맛집,네이버 플레이스 장소명 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-07 07:42:31.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,230
175496,2025-03-18,1970-01-01 00:00:12.000,563,1,0,0,0,0,0.00,,636395,[정답입력]산척동치과,네이버 플레이스 장소명 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-15 11:04:31.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,101
169781,2025-03-09,1970-01-01 00:00:12.000,562,1,0,0,0,0,0.00,,625486,[정답입력]단양 상진리 매운탕,네이버 플레이스 장소명 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-08 09:13:57.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,31
441810,2025-08-10,1970-01-01 00:00:08.000,563,12,10,180,140,140,83.33,55.5560,1213841,[정답입력]마곡 한식 보리밥,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-08-08 08:57:23.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,221
88896,2024-08-14,1970-01-01 00:00:05.000,563,3,3,90,60,60,100.00,33.3330,472320,[플레이스 저장] 88로타리집 중랑신내점 (477),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스 내 장소를 저장하고 스크린샷 캡처하기
4. 업체 플레이스의 스크린샷을 제출하기 (최초 1회만 참여 가능)

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-12 00:11:43.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,138
112898,2024-11-05,1970-01-01 00:00:10.000,563,10,9,162,126,126,90.00,55.5560,519660,삼성정품스토어 판매처 KRDT168BEM1 맞추기 11.4,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,18,2024-11-04 21:08:07.000,9999-12-31 23:59:59.000,4Q,EVENING,A,ALL,100000,178
177136,2025-03-18,1970-01-01 00:00:23.000,1000,1,0,0,0,0,0.00,,639465,수작나베 올림픽공원점 (저장 후 공유 URL 입력),플레이스 저장 후 공유 URL 입력,"[참여 방법]]
키워드 복사 후 검색하기
-업체 플레이스에 방문하여 저장하기
-저장한 리스트 공개, 노출 허용하기
-저장된 리스트 클릭하기
-리스트에서 공유 버튼 클릭 후 URL 복사
-정답란에 URL 입력

[주의사항]
참여 취소할 경우, 추후 광고 참여에 제한됩니다.
1인 1회 참여 가능합니다.",WEB,NONE,16,2025-03-18 14:49:06.000,9999-12-31 23:59:59.000,1Q,AFTERNOON,A,ALL,100000,13
79077,2024-07-29,1970-01-01 00:00:15.000,389,1,1,16,5,11,100.00,62.5000,452339,양념la갈비 맞추기 7.29,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,16,2024-07-29 10:20:11.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,30
169438,2025-03-09,1970-01-01 00:00:14.000,563,5,4,72,56,56,80.00,55.5560,624804,[정답입력]신촌 생목살,네이버 플레이스 장소명 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-08 06:45:25.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,126
203690,2025-03-28,1970-01-01 00:00:06.000,563,1,1,18,14,14,100.00,55.5560,699171,고양이 환묘복 환견... (검색 후 퀴즈맞추기) 8257,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-03-28 00:33:03.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,5
157516,2025-02-18,1970-01-01 00:00:13.000,761,5,0,0,0,0,0.00,,601710,포뉴 밀크씨슬 10... (검색 후 퀴즈맞추기) 2359,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-02-18 04:41:47.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,13
139451,2025-01-16,1970-01-01 00:00:08.000,761,4,1,18,12,12,25.00,55.5560,565417,남자후드티 후드집업... (검색 후 퀴즈맞추기) 1036,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-01-16 00:07:01.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,14
78404,2024-07-28,1970-01-01 00:00:06.000,212,1,1,20,14,14,100.00,50.0000,451074,맘마미아 수유브라 맞추기 7.27,퀴즈 맞추기,"맘마미아 수유브라 리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요!

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,20,2024-07-27 10:11:39.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,685
440767,2025-08-19,1970-01-01 00:00:10.000,563,5,0,0,0,0,0.00,,1211613,하수구막힘 172508,네이버플레이스 퀴즈,"[참여방법]
1. 본문에서 퀴즈와 상품/장소 확인
1-1. 퀴즈: 하수구막힘에서부터 7번째 OOOO명소와 길찾기 했을 때 가장빠른 경로의 걸음 수를 정답으로 입력해주세요. (숫자만 입력해주세요)
2. 검색키워드 복사 버튼 클릭
3. 미션 시작하기 버튼 클릭하여 검색 페이지로 이동
4. 복사한 키워드로 검색
5. 검색 후 아래로 스크롤을 내려 상품 페이지를 찾아서 클릭
6. 상품 페이지에서 퀴즈 정답을 찾기
7. 돌아와서 퀴즈 정답 제출하면 완료!

[주의사항]
자세한 상품 정보와 퀴즈 정보는 미션 본문을 참고해주세요.
이미 참여한 이력이 있다면 리워드가 지급되지 않을 수 있습니다.
WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-08-05 14:51:57.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,193
134895,2025-01-07,1970-01-01 00:00:09.000,761,11,5,100,85,85,45.45,50.0000,556510,[플레이스 퀴즈] 갱스덕 (9203),플레이스 퀴즈 맞추기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 미션하러 가기 클릭 후 키워드를 붙여넣고 검색하기
3. 미션 페이지에서 요구하는 정답 찾기
4. 미션 페이지에 정답 입력

[주의 사항]
· 30초 동안 플레이스에 체류하고 계셔야 정상적으로 적립됩니다.",WEB,NONE,20,2025-01-07 09:14:35.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,499
179529,2025-03-23,1970-01-01 00:00:19.000,761,6,2,40,28,28,33.33,50.0000,644164,[저장하기] 문정역 고기집,네이버 플레이스 저장하기(이미지업로드+퀴즈),"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,20,2025-03-21 00:29:31.000,9999-12-31 23:59:59.000,1Q,EARLY MORNING,A,ALL,100000,78
411965,2025-07-02,1970-01-01 00:00:14.000,563,57,33,594,462,462,57.89,55.5560,1164170,[정답입력]성남 중원구 감성쪽갈비,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-07-02 10:22:42.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,111
103038,2024-10-03,1970-01-01 00:00:10.000,54,3,2,380,240,240,66.67,5.2630,501431,[원스토어] 종말 특공대,받기,"[참여 방법]
1. 광고 참여 버튼 터치하여 마켓으로 이동
2. App 내려받기 후 참여 페이지로 돌아와 참여확인

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",ANDROID,NONE,190,2024-10-03 07:00:00.000,2024-10-17 00:00:00.000,4Q,MORNING,A,ALL,1980,2001
89757,2024-08-17,1970-01-01 00:00:01.000,54,3,0,0,0,0,0.00,,473970,[플레이스 저장] 제주공항그때그집 (832),참여,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-14 11:28:05.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,819
156037,2025-02-17,1970-01-01 00:00:10.000,761,2,1,18,12,12,50.00,55.5560,598898,[정답입력]뉴트리 가르시니아 특가,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-02-14 12:09:04.000,9999-12-31 23:59:59.000,1Q,AFTERNOON,A,ALL,100000,189
107487,2024-10-21,1970-01-01 00:00:19.000,563,1,0,0,0,0,0.00,,509405,철물파크 이지경첩 맞추기 10.18,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,16,2024-10-18 15:08:20.000,9999-12-31 23:59:59.000,4Q,AFTERNOON,A,ALL,100000,45
235548,2025-04-01,1970-01-01 00:00:06.000,562,1,0,0,0,0,0.00,,773469,국산 엘보형 슬림수... (검색 후 퀴즈맞추기) 1083,쇼핑 퀴즈 맞추기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,NONE,18,2025-04-01 00:28:16.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,2
86237,2024-08-08,1970-01-01 00:00:01.000,761,2,1,30,21,21,50.00,33.3330,467145,[플레이스 저장] 우마왕 한우샌드 돌담점,플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스 내 장소를 저장하고 스크린샷 캡처하기
4. 업체 플레이스의 스크린샷을 제출하기 (최초 1회만 참여 가능)

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-08 00:09:30.000,9999-12-31 23:59:59.000,3Q,EARLY MORNING,A,ALL,100000,342
165199,2025-03-01,1970-01-01 00:00:11.000,54,3,0,0,0,0,0.00,,616999,[정답]장애인화장실손잡이 (상하),네이버 상품 상세내용,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-03-01 08:49:45.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,60
152115,2025-02-06,1970-01-01 00:00:11.000,371,1,1,16,11,11,100.00,62.5000,591652,KRDT168WEM2 삼성공식스토어 맞추기 1.9,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,16,2025-02-03 18:55:59.000,9999-12-31 23:59:59.000,1Q,EVENING,A,ALL,100000,79
157550,2025-02-18,1970-01-01 00:00:08.000,563,2,0,0,0,0,0.00,,601777,[정답입력] 세미 베버시티,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-02-18 06:17:25.000,9999-12-31 23:59:59.000,1Q,MORNING,A,ALL,100000,4
93518,2024-09-01,1970-01-01 00:00:07.000,563,67,50,1500,1000,1000,74.63,33.3330,481238,[플레이스 저장] 토성유황오리 (1792),플레이스 저장 하기,"[참여 방법]
1. 검색 키워드를 복사하기
2. 플레이스를 저장하러 가기 후 키워드를 붙여넣고 검색하기
3. 플레이스에서 해당 저장 후 [내장소]를 클릭하여 저장한 리스트 진입하기
4. 방금 저장한 업체명을 클릭하여 지도 > 주변 정류장 순으로 클릭 후 URL 복사하여 정답 제출하기

[주의 사항]
· 30일 이내에 저장하기를 해제할 경우, 이후 광고 참여가 제한됩니다.
· 1인 1회 참여 가능합니다.",WEB,NONE,30,2024-08-31 06:24:56.000,9999-12-31 23:59:59.000,3Q,MORNING,A,ALL,100000,547
83834,2024-08-05,1970-01-01 00:00:16.000,563,1,1,15,12,12,100.00,66.6670,462233,오잘지맛 맞추기 8.5,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요!

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-08-05 13:08:16.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,30
415438,2025-07-07,1970-01-01 00:00:07.000,563,4,3,54,42,42,75.00,55.5560,1169604,[정답입력]부산진구 쭈꾸미,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-07-04 12:40:25.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,238
393385,2025-06-20,1970-01-01 00:00:10.000,492,1,0,0,0,0,0.00,,1135046,[정답입력]불당동 초밥,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-06-20 02:13:45.000,9999-12-31 23:59:59.000,2Q,EARLY MORNING,A,ALL,100000,86
360435,2025-05-08,1970-01-01 00:00:15.000,562,3,2,36,28,28,66.67,55.5560,1075968,[정답입력]23호통오리무항생제손질완료-20250508-1,네이버 쇼핑 상품번호 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-05-08 14:57:33.000,9999-12-31 23:59:59.000,2Q,AFTERNOON,A,ALL,100000,219
93011,2024-08-28,1970-01-01 00:00:15.000,563,2,2,30,24,24,100.00,66.6670,480036,미트타임 뒷고기 맞추기 8.28,퀴즈 맞추기,"리뷰클릭후 주소창 복사붙여넣어 맞추기

사진을 참고해서 해당상품 클릭해보세요!．
연동딜레이로 인해 제목과 광고내용이 
다르게 보이는 현상이 있는 경우 
안내이미지에 맞춰서 정답을 맞춰주세요

1. 사진을 참고해서 해당상품 클릭하고 상품 구경하기

2. 리뷰 버튼 클릭하고 상품리뷰 구경하기

3. 상단의 주소창을 복사해서 정답란에 붙여넣기

4. 적립완료

* 부정적인 방법을 사용하시는 회원님들은 
적립금환수와 광고참여가 정지됩니다
*광고가 아닌 실제순위에서 클릭해서 
퀴즈에 참여하셔야합니다.",WEB,NONE,15,2024-08-28 13:11:50.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,53
415313,2025-07-04,1970-01-01 00:00:20.000,54,5,2,36,24,24,40.00,55.5560,1169444,[정답입력]양재동 꽃살 맛집,네이버 플레이스 지도 거리 입력하기,"[참여 방법] 
1. 광고 참여 버튼 터치하여 이벤트 페이지로 이동 
2. 이벤트 페이지 상세 설명 확인하여 참여 

[유의사항]
- 최초 참여자 대상입니다.
- 7일 이내 참여해야 포인트가 지급됩니다.
- 포인트 지급까지 최대 10분까지도 소요될 수 있습니다.
- WIFI가 아닌 환경에서는 데이터 이용료가 발생할 수 있습니다.",WEB,ADS_CODE_DAILY_UPDATE,18,2025-07-04 12:16:20.000,9999-12-31 23:59:59.000,3Q,AFTERNOON,A,ALL,100000,328
